Confirmation Number,Services Offered,Target Entity,Interest Areas,Investors,Hiring Requirement,GeoLocation,Job Function,Investment Range,Investment Requirement,Services Required,Companies Raising Money,GeoLocation 
102129823,,"Higher Education,Large Solution Provider or Technology Company,Marketplace or Marketplace Solution,Marketing & Digital Agency,Startup Retailer or Brand,Real Estate,Professional Services Firm,Media or Sell Side Analyst,Established Retailer or Brand,Industry Association or Nonprofit,Government,Startup Solution Provider or Technology Company",,,"Store Operations,Marketing, Advertising & Communications,Other,Logistics & Transportation (inc. Last-Mile),Research, Content & Journalism,Technology & IT,Consulting & Advisory,Product Development & Management,Data, Analytics & Insights,Digital & Ecommerce,HR, Talent Acquisition & Workforce Management,Customer Experience,Supply Chain, Operations & Fulfillment,Merchandising,Legal, Compliance & Risk,Environmental, Social & Corporate Governance (ESG),Strategy, Innovation & Transformation,Finance & Accounting,Partnerships","China,Australia & New Zealand,UK & Ireland,Nordics,Germany, Austria & Switzerland,North America",Logistics & Transportation (inc. Last-Mile),,$1 million or less,"B2B Financing & Lending Solutions,Content Production Services & Solutions,Search Engine Optimization (SEO),Subscription Management & Recurring Payment Solutions,Distribution Center Management,Marketing Automation Platforms,Branding Services,Web & App Analytics,Reconciliation & Reporting Solutions,Returns Solutions",True,"China,Australia & New Zealand,UK & Ireland,Nordics,Germany, Austria & Switzerland,North America"
108857615,,,,,"Executive Leadership & Board of Directors,Supply Chain, Operations & Fulfillment,Other,HR, Talent Acquisition & Workforce Management,Digital & Ecommerce,Sales, BD & Account Management,Product Development & Management","Other Europe,Australia & New Zealand,Middle East,Africa,China,France & Benelux,UK & Ireland,Asia - Other,Central & South America","Customer Experience,Technology & IT,Store Operations",,,,False,"Other Europe,Australia & New Zealand,Middle East,Africa,China,France & Benelux,UK & Ireland,Asia - Other,Central & South America"
102816497,,Marketplace or Marketplace Solution,,,,"Central & South America,UK & Ireland,Australia & New Zealand,Germany, Austria & Switzerland,Eastern Europe,India,Asia - Other,Africa,Southern Europe,North America,China,Middle East,Nordics,Other Europe,France & Benelux","Consulting & Advisory,Product Development & Management,Digital & Ecommerce",,,"Mobile Commerce Platforms,Financial, Accounting & ERP Solutions & Integration Services,Data Architecture & Infrastructure Solutions,Product Imagery Solutions",,"Central & South America,UK & Ireland,Australia & New Zealand,Germany, Austria & Switzerland,Eastern Europe,India,Asia - Other,Africa,Southern Europe,North America,China,Middle East,Nordics,Other Europe,France & Benelux"
102199707,"Event/Experiential Services,Product Information Management (PIM) Solutions",,,,,"Germany, Austria & Switzerland,India,Southern Europe,France & Benelux,Eastern Europe,Middle East,North America","Executive Leadership & Board of Directors,Marketing, Advertising & Communications,Procurement & Vendor Management",,,"BNPL & Customer Installment Lending Solutions,Merchant Services Solutions",,"Germany, Austria & Switzerland,India,Southern Europe,France & Benelux,Eastern Europe,Middle East,North America"
106133652,"AR/AP Automation & E-Invoicing Solutions,Marketing Automation Platforms,Legal, Compliance & Regulatory Services,Product Information Management (PIM) Solutions,Accounting Services,Translation & Localization Services,App Commerce Platforms,Shipping Providers","Startup Retailer or Brand,Real Estate,Industry Association or Nonprofit,Higher Education,Large Solution Provider or Technology Company,Media or Sell Side Analyst,Government,Marketplace or Marketplace Solution,Marketing & Digital Agency,Investor (VC, PE or Other)",,,,"India,Central & South America,Nordics,Middle East,Asia - Other,UK & Ireland","Executive Leadership & Board of Directors,Finance & Accounting",,,,,"India,Central & South America,Nordics,Middle East,Asia - Other,UK & Ireland"
108579747,,"Government,Marketplace or Marketplace Solution",,,"Procurement & Vendor Management,Marketing, Advertising & Communications,Customer Experience,HR, Talent Acquisition & Workforce Management,Partnerships,Store Operations,Supply Chain, Operations & Fulfillment,Strategy, Innovation & Transformation,Sales, BD & Account Management,Legal, Compliance & Risk","China,Nordics,Central & South America,Africa,Other Europe,France & Benelux","Legal, Compliance & Risk,Supply Chain, Operations & Fulfillment,Investing",,,,,"China,Nordics,Central & South America,Africa,Other Europe,France & Benelux"
102293692,,,,,"Product Development & Management,Data, Analytics & Insights,Sales, BD & Account Management,Research, Content & Journalism,HR, Talent Acquisition & Workforce Management","Nordics,Middle East,France & Benelux,Southern Europe,North America,Central & South America,China,Germany, Austria & Switzerland,Eastern Europe,India,Africa,Asia - Other","HR, Talent Acquisition & Workforce Management",,,"Marketplace Platforms,Web & App Analytics,Display Marketing Solutions,Network & Communications (inc. RFID & WiFi)",,"Nordics,Middle East,France & Benelux,Southern Europe,North America,Central & South America,China,Germany, Austria & Switzerland,Eastern Europe,India,Africa,Asia - Other"
101590345,Mapping & Wayfinding Technologies,,,,,"North America,Central & South America,UK & Ireland","Strategy, Innovation & Transformation,Store Operations",,,"Financial, Accounting & ERP Solutions & Integration Services,Marketplace Platforms,Affiliate Marketing Solutions,Web Performance & Security Solutions,Customer Data Platforms",False,"North America,Central & South America,UK & Ireland"
109100393,"Influencer Marketing Solutions,Reconciliation & Reporting Solutions,Supply Chain Management Software,Charitable, Donation & Philanthropic Solutions,Fraud Detection & Risk Management Solutions,B2B Ecommerce Platforms,Cause-Based Marketing Solutions,Loyalty & Rewards (inc. Rebates) Solutions","Media or Sell Side Analyst,Investor (VC, PE or Other),Government",,,"Logistics & Transportation (inc. Last-Mile),Research, Content & Journalism,Supply Chain, Operations & Fulfillment","North America,Southern Europe,India,Middle East,Asia - Other,Eastern Europe,Nordics,Africa,UK & Ireland,Other Europe",Customer Experience,,,"Warehouse Management System,Branding Services,Web & App Analytics,Data Architecture & Infrastructure Solutions,Financing Solutions,Workforce Management Solutions (inc. Staffing),Shoppable Video & Livestreaming Solutions",False,"North America,Southern Europe,India,Middle East,Asia - Other,Eastern Europe,Nordics,Africa,UK & Ireland,Other Europe"
102240521,,,,,"Data, Analytics & Insights,Procurement & Vendor Management","India,Australia & New Zealand,Asia - Other,Central & South America,China,UK & Ireland,North America,Nordics,Eastern Europe,Southern Europe,France & Benelux,Other Europe","Other,Legal, Compliance & Risk",,,"Data Warehousing,Price Optimization Solutions,Interactive In-Store Technologies (inc. Music & Entertainment),App Commerce Platforms,Site Personalization Solutions,Back Office Process & Workflow Automation (inc. RPA),Insurance and Warranty Solutions,Translation & Localization Services,Marketing Personalization Solutions,Digital Shelving",,"India,Australia & New Zealand,Asia - Other,Central & South America,China,UK & Ireland,North America,Nordics,Eastern Europe,Southern Europe,France & Benelux,Other Europe"
107228915,,,,,,"India,Central & South America,Australia & New Zealand,China,Germany, Austria & Switzerland,Nordics,Eastern Europe,France & Benelux,Middle East,Other Europe,Southern Europe,North America","Supply Chain, Operations & Fulfillment,Investing",,,,,"India,Central & South America,Australia & New Zealand,China,Germany, Austria & Switzerland,Nordics,Eastern Europe,France & Benelux,Middle East,Other Europe,Southern Europe,North America"
105166915,,"Media or Sell Side Analyst,Industry Association or Nonprofit",,,"Legal, Compliance & Risk,Environmental, Social & Corporate Governance (ESG),Logistics & Transportation (inc. Last-Mile),Procurement & Vendor Management,Finance & Accounting,Marketing, Advertising & Communications,Executive Leadership & Board of Directors,HR, Talent Acquisition & Workforce Management,Merchandising,Data, Analytics & Insights,Partnerships,Store Operations,Other,Sales, BD & Account Management,Customer Experience,Technology & IT,Strategy, Innovation & Transformation,Supply Chain, Operations & Fulfillment,Investing","Africa,India,Nordics,Middle East,France & Benelux,Central & South America,Germany, Austria & Switzerland,Asia - Other",Product Development & Management,,$5 million+ to 10 million,,True,"Africa,India,Nordics,Middle East,France & Benelux,Central & South America,Germany, Austria & Switzerland,Asia - Other"
109400730,,"Real Estate,Higher Education",,,"Research, Content & Journalism,Data, Analytics & Insights,Consulting & Advisory,Sales, BD & Account Management,Store Operations,Technology & IT,Logistics & Transportation (inc. Last-Mile),Executive Leadership & Board of Directors","China,Middle East,UK & Ireland","Sales, BD & Account Management",,$1 million or less,,True,"China,Middle East,UK & Ireland"
109831012,,"Marketplace or Marketplace Solution,Professional Services Firm,Startup Retailer or Brand,Higher Education,Real Estate,Large Solution Provider or Technology Company,Investor (VC, PE or Other),Media or Sell Side Analyst,Government",,,"Digital & Ecommerce,Supply Chain, Operations & Fulfillment,Procurement & Vendor Management,Partnerships,Legal, Compliance & Risk,Investing,Marketing, Advertising & Communications","Middle East,Germany, Austria & Switzerland,Nordics,Asia - Other,UK & Ireland,North America,Other Europe,Australia & New Zealand,Southern Europe,China,India,France & Benelux,Central & South America,Africa,Eastern Europe","Environmental, Social & Corporate Governance (ESG),Other,Digital & Ecommerce",,,,False,"Middle East,Germany, Austria & Switzerland,Nordics,Asia - Other,UK & Ireland,North America,Other Europe,Australia & New Zealand,Southern Europe,China,India,France & Benelux,Central & South America,Africa,Eastern Europe"
104061560,,,,,,"France & Benelux,Southern Europe,Central & South America,Germany, Austria & Switzerland,North America,Australia & New Zealand,India,Middle East,Eastern Europe,China,UK & Ireland",Consulting & Advisory,,More than $10 million,,True,"France & Benelux,Southern Europe,Central & South America,Germany, Austria & Switzerland,North America,Australia & New Zealand,India,Middle East,Eastern Europe,China,UK & Ireland"
106304882,"POS Hardware & Peripherals,Data Management Platforms,Mobile Wallets & Payments Solutions,Email Marketing Solutions,Affiliate Marketing Solutions,Flexible Labor/Gig Economy Management,Web & App Analytics,Supply Chain Management Software","Industry Association or Nonprofit,Investor (VC, PE or Other),Media or Sell Side Analyst,Marketplace or Marketplace Solution,Higher Education,Government,Startup Retailer or Brand,Marketing & Digital Agency",,,,"Middle East,Germany, Austria & Switzerland,China,Southern Europe,Africa,Australia & New Zealand,Nordics,Central & South America,Other Europe,France & Benelux,UK & Ireland,India,Eastern Europe,North America",Finance & Accounting,,$1 million or less,"Display Marketing Solutions,Web Performance & Security Solutions,POS Hardware & Peripherals,Translation & Localization Services",True,"Middle East,Germany, Austria & Switzerland,China,Southern Europe,Africa,Australia & New Zealand,Nordics,Central & South America,Other Europe,France & Benelux,UK & Ireland,India,Eastern Europe,North America"
109040818,"Customer Data Platforms,Branding Services,Marketing Automation Platforms,Workforce Management Solutions (inc. Staffing),Customer Feedback Solutions,Marketing Analytics,Consumer Sentiment & Reviews",,,,"Strategy, Innovation & Transformation,Legal, Compliance & Risk,Digital & Ecommerce,Supply Chain, Operations & Fulfillment,Customer Experience,Finance & Accounting","UK & Ireland,Southern Europe,Asia - Other,China,Germany, Austria & Switzerland,Africa,Central & South America","Product Development & Management,Customer Experience",,,"Inventory Management Systems,Site Search Solutions",,"UK & Ireland,Southern Europe,Asia - Other,China,Germany, Austria & Switzerland,Africa,Central & South America"
